,TF,Target,Label
677,MYC,RHOF,1
678,MYC,FUT8,1
679,MYC,IL17RA,1
680,MYC,UBA7,1
681,MYC,PLEK,1
682,MYC,RNF213,1
683,MYC,TRPV2,1
684,MYC,GRAMD1A,1
685,MYC,NUCB2,1
686,MYC,EVI2A,1
687,MYC,S100A6,1
688,MYC,PDE1B,1
689,MYC,ITGB7,1
690,MYC,SLC44A2,1
691,MYC,PEAR1,1
692,MYC,FCGRT,1
693,MYC,POLA2,1
694,MYC,CBX7,1
695,MYC,CAPG,1
696,MYC,TESPA1,1
697,MYC,GBP9,1
698,MYC,CREG1,1
699,MYC,CTSB,1
700,MYC,NUDT19,1
701,MYC,RASAL3,1
702,MYC,ARL11,1
703,MYC,PPCDC,1
704,MYC,TM6SF1,1
705,MYC,KRT18,1
706,MYC,BTLA,1
707,MYC,DACH1,1
708,MYC,CAV2,1
709,MYC,MSMO1,1
710,MYC,HNRNPAB,1
711,MYC,GGTA1,1
712,MYC,CIPC,1
713,MYC,UBE2L6,1
714,MYC,GM2A,1
715,MYC,NOTCH1,1
716,MYC,PRR5,1
717,MYC,TFPI,1
718,MYC,FAM171A1,1
719,MYC,MAGED2,1
720,MYC,ANXA5,1
721,MYC,VEGFC,1
722,MYC,TMEM206,1
723,MYC,D630039A03RIK,1
724,MYC,RGS2,1
725,MYC,RNF125,1
726,MYC,SPNS2,1
727,MYC,ITGB2,1
728,MYC,SH2D5,1
729,MYC,AP1S2,1
730,MYC,TIPIN,1
731,MYC,KIF17,1
732,MYC,SPC24,1
733,MYC,RCSD1,1
734,MYC,FDFT1,1
735,MYC,XRCC6,1
736,MYC,NRROS,1
737,MYC,SDC1,1
738,MYC,KCNK5,1
739,MYC,CTR9,1
740,MYC,RNF13,1
741,MYC,PKN3,1
742,MYC,CD93,1
743,MYC,SELENOP,1
744,MYC,MECOM,1
745,MYC,TXNIP,1
746,MYC,SATB1,1
747,MYC,NAV1,1
748,MYC,GPR18,1
749,MYC,SLFN2,1
750,MYC,NFE2,1
751,MYC,CNN3,1
752,MYC,RUNX1T1,1
753,MYC,GSTM1,1
754,MYC,NR3C2,1
755,MYC,METTL7A1,1
756,MYC,ITGB5,1
757,MYC,SEMA3D,1
758,MYC,CCDC112,1
759,MYC,IFI27L2A,1
760,MYC,OSGIN1,1
761,MYC,TSC22D3,1
762,MYC,H1F0,1
763,MYC,SLC35D3,1
764,MYC,SLC29A1,1
765,MYC,PPP1R15A,1
766,MYC,PTPRE,1
767,MYC,CKS1B,1
768,MYC,GPR65,1
769,MYC,PPM1G,1
770,MYC,MCM5,1
771,MYC,LDHB,1
772,MYC,ELL2,1
773,MYC,NCF1,1
774,MYC,PRUNE2,1
775,MYC,ACAP1,1
776,MYC,ITSN1,1
777,MYC,SGMS1,1
778,MYC,ART4,1
779,MYC,ELF1,1
780,MYC,ARHGAP27,1
781,MYC,SOCS2,1
782,MYC,USP11,1
783,MYC,TMEM173,1
784,MYC,BCL2,1
785,MYC,TRAF1,1
786,MYC,IL7R,1
787,MYC,H2-Q6,1
788,MYC,DUSP5,1
789,MYC,HID1,1
790,MYC,MCM4,1
791,MYC,SELPLG,1
792,MYC,BTG2,1
793,MYC,GOLM1,1
794,MYC,BC035044,1
795,MYC,TMEM246,1
796,MYC,MEIS1,1
797,MYC,CFP,1
798,MYC,ANGPT1,1
799,MYC,TRIB3,1
800,MYC,GAS2L3,1
801,MYC,ATP8B4,1
802,MYC,TMEM268,1
803,MYC,PRDM16,1
804,SPI1,ENPP5,1
805,SPI1,VDR,1
806,SPI1,SLC35D3,1
807,SPI1,FUT8,1
808,SPI1,ARL11,1
809,SPI1,RGS19,1
810,SPI1,FAM110C,1
811,SPI1,CBFB,1
812,SPI1,FCGRT,1
813,SPI1,GFI1B,1
814,SPI1,GPR18,1
815,SPI1,PLXDC2,1
816,SPI1,CD244A,1
817,SPI1,GMNN,1
818,SPI1,FLT3,1
819,SPI1,UBE2L6,1
820,SPI1,GIMAP1,1
821,SPI1,NPDC1,1
822,SPI1,ME2,1
823,SPI1,TRIB3,1
824,SPI1,APOE,1
825,SPI1,CDT1,1
826,SPI1,IRAK3,1
827,SPI1,ART4,1
828,SPI1,C1RL,1
829,SPI1,LYN,1
830,SPI1,PYGL,1
831,SPI1,PF4,1
832,SPI1,GNG2,1
833,SPI1,PRR5,1
834,SPI1,GSTT1,1
835,SPI1,DUSP5,1
836,SPI1,ST8SIA4,1
837,SPI1,SLC39A6,1
838,SPI1,SATB1,1
839,SPI1,PLEK,1
840,SPI1,PLD4,1
841,SPI1,DOCK10,1
842,SPI1,RCSD1,1
843,SPI1,ITSN1,1
844,SPI1,AFDN,1
845,SPI1,RAMP1,1
846,SPI1,COL4A1,1
847,SPI1,CTSF,1
848,SPI1,PRSS57,1
849,SPI1,PTGS1,1
850,SPI1,RASSF2,1
851,SPI1,CTTN,1
852,SPI1,RGS2,1
853,SPI1,RAB27B,1
854,SPI1,YBX1,1
855,SPI1,XRCC6,1
856,SPI1,MCM5,1
857,SPI1,LONP2,1
858,SPI1,NR3C2,1
859,SPI1,CORO7,1
860,SPI1,CTSW,1
861,SPI1,SULT1A1,1
862,SPI1,GDF3,1
863,SPI1,H2-Q6,1
864,SPI1,LRRC8C,1
865,SPI1,MAMDC2,1
866,SPI1,NDRG2,1
867,SPI1,MAN1A,1
868,SPI1,CBX7,1
869,SPI1,MYCT1,1
870,SPI1,SH2D5,1
871,SPI1,HNRNPAB,1
872,SPI1,TIPIN,1
873,SPI1,SSTR2,1
874,SPI1,IL12A,1
875,SPI1,PAQR5,1
876,SPI1,CERS4,1
877,SPI1,KAZALD1,1
878,SPI1,MOGS,1
879,SPI1,IRF8,1
880,SPI1,MPO,1
881,SPI1,JCHAIN,1
882,SPI1,CNN3,1
883,SPI1,ITGB2,1
884,SPI1,TYROBP,1
885,SPI1,CD53,1
886,SPI1,SERPINB6A,1
887,SPI1,NAPSA,1
888,SPI1,PPIC,1
889,SPI1,BCL2,1
890,SPI1,F11R,1
891,SPI1,LPCAT2,1
892,SPI1,NRROS,1
893,SPI1,5430427O19RIK,1
894,SPI1,MYCN,1
895,SPI1,CAMK1D,1
896,SPI1,ABHD17B,1
897,SPI1,CPNE8,1
898,SPI1,PAG1,1
899,SPI1,UBA7,1
900,SPI1,AP1S2,1
901,SPI1,D630039A03RIK,1
902,SPI1,SLC22A3,1
903,SPI1,NCF1,1
904,SPI1,PGR,1
905,SPI1,DYNLL1,1
906,SPI1,FGD5,1
907,SPI1,UBASH3A,1
908,SPI1,DPP4,1
909,SPI1,IFI213,1
910,SPI1,SLC29A1,1
911,SPI1,LTB,1
912,SPI1,DACH1,1
913,SPI1,ZFP62,1
914,SPI1,RP2,1
915,SPI1,BDH2,1
916,SPI1,NUPR1,1
917,SPI1,OTUB2,1
918,SPI1,BTG2,1
919,SPI1,PLIN3,1
920,SPI1,CDK6,1
921,SPI1,TRIM59,1
922,SPI1,H1F0,1
923,SPI1,SPNS2,1
924,SPI1,TRIM47,1
925,SPI1,NEURL3,1
926,SPI1,CTSL,1
927,SPI1,PKN3,1
928,SPI1,TPM4,1
929,SPI1,NT5C3,1
930,SPI1,TRIM16,1
931,SPI1,SDC1,1
932,SPI1,SELPLG,1
933,SPI1,CMAH,1
934,SPI1,MGAT1,1
935,SPI1,APP,1
936,SPI1,PDGFRB,1
937,SPI1,TEAD2,1
938,SPI1,GGTA1,1
939,SPI1,IPCEF1,1
940,SPI1,ANXA2,1
941,SPI1,RASAL3,1
942,SPI1,BLNK,1
943,SPI1,NWD1,1
944,SPI1,APLP2,1
945,SPI1,TBXA2R,1
946,SPI1,TRPV2,1
947,SPI1,DUSP6,1
948,SPI1,CAV2,1
949,SPI1,GBP4,1
950,SPI1,MLLT3,1
951,SPI1,CASP12,1
952,SPI1,VAV3,1
953,SPI1,ABCG2,1
954,SPI1,SLC9A9,1
955,SPI1,KBTBD11,1
956,SPI1,VEGFC,1
957,SPI1,CFP,1
958,SPI1,SLBP,1
959,SPI1,NAV1,1
960,SPI1,AMPD2,1
961,SPI1,CKS1B,1
962,SPI1,TTC39B,1
963,SPI1,LGMN,1
964,SPI1,KCNK5,1
965,SPI1,F2R,1
966,SPI1,GAS2L3,1
967,SPI1,CTNNAL1,1
968,SPI1,PARVG,1
