,TF,Target,Label
186,FOXA1,PYGL,1
187,FOXA1,EIF2B3,1
188,FOXA1,MTERF3,1
189,FOXA1,COPS7A,1
190,FOXA1,KIF23,1
191,FOXA1,THRB,1
192,FOXA1,CTDSPL,1
193,FOXA1,ZNF146,1
194,FOXA1,YARS,1
195,FOXA1,FGA,1
196,FOXA1,FLAD1,1
197,FOXA1,HK1,1
198,FOXA1,EIF5B,1
199,FOXA1,PUS7L,1
200,FOXA1,HTATSF1,1
201,FOXA1,ECHDC1,1
202,FOXA1,CDKN1A,1
203,FOXA1,CDK5RAP1,1
204,FOXA1,PTGR1,1
205,FOXA1,CDK5RAP2,1
206,FOXA1,DGAT1,1
207,FOXA1,TTK,1
208,FOXA1,MPHOSPH9,1
209,FOXA1,NR1H3,1
210,FOXA1,CUTC,1
211,FOXA1,CFAP36,1
212,FOXA1,CDC20,1
213,FOXA1,ZNF397,1
214,FOXA1,ECT2,1
215,FOXA1,SMARCD2,1
216,FOXA1,METTL5,1
217,FOXA1,DBF4,1
218,FOXA1,FUBP1,1
219,FOXA1,TTR,1
220,FOXA1,ESCO2,1
221,FOXA1,TIMM9,1
222,FOXA1,EED,1
223,FOXA1,DLGAP5,1
224,FOXA1,MAFF,1
225,FOXA1,PDE6D,1
226,FOXA1,ITGB5,1
227,FOXA1,IGF1R,1
228,FOXA1,OGFOD1,1
229,FOXA1,CLDN4,1
230,FOXA1,CHCHD6,1
231,FOXA1,THAP1,1
232,FOXA1,ENO2,1
233,FOXA1,KNG1,1
234,FOXA1,ASCC3,1
235,FOXA1,ACOX2,1
236,FOXA1,YAF2,1
237,FOXA1,KIF22,1
238,FOXA1,SERPIND1,1
239,FOXA1,TFRC,1
240,FOXA1,APOA1,1
241,FOXA1,BRIP1,1
242,FOXA1,BZW2,1
243,FOXA1,RBBP4,1
244,FOXA1,CMPK1,1
245,FOXA1,CSDE1,1
246,FOXA1,PDCD4,1
247,FOXA1,LRRC1,1
248,FOXA1,METTL8,1
249,FOXA1,SULT1A2,1
250,FOXA1,SRSF2,1
251,FOXA1,HERPUD1,1
252,FOXA1,ETV4,1
253,FOXA1,GTF3C2,1
254,FOXA1,TIPARP,1
255,FOXA1,TRMT1,1
256,FOXA1,ZNF567,1
257,FOXA1,ZFP62,1
258,FOXA1,TFDP2,1
259,FOXA1,CNBP,1
260,FOXA1,HSD17B2,1
261,FOXA1,RBPJ,1
262,FOXA1,PARPBP,1
263,FOXA1,KLF5,1
264,FOXA1,NEDD4L,1
265,FOXA1,CEBPZ,1
266,FOXA1,PMS1,1
267,FOXA1,PCNA,1
268,FOXA1,TPGS2,1
269,FOXA1,SNAPC1,1
270,FOXA1,ZNF143,1
271,FOXA1,GALE,1
272,FOXA1,HNF4A,1
273,FOXA1,MT1X,1
274,FOXA1,MIS18BP1,1
275,FOXA1,HIF1AN,1
276,FOXA1,APOC2,1
277,FOXA1,CHD8,1
278,FOXA1,NVL,1
279,FOXA1,WDR43,1
280,FOXA1,ZNF398,1
281,FOXA1,ABCA5,1
282,FOXA1,DEF8,1
283,FOXA1,JARID2,1
284,FOXA1,RIN2,1
285,FOXA1,SP4,1
286,FOXA1,NAA50,1
287,FOXA1,ENO1,1
288,FOXA1,NEK2,1
289,FOXA1,COPS5,1
290,FOXA1,IFITM3,1
291,FOXA1,WBP11,1
292,FOXA1,AURKB,1
293,FOXA1,TCF25,1
294,FOXA1,ATG3,1
295,FOXA1,CHAF1A,1
296,FOXA1,MAZ,1
297,FOXA1,TFF1,1
298,FOXA1,PRKCI,1
299,FOXA1,CENPE,1
300,FOXA1,METTL3,1
301,FOXA1,MLST8,1
302,FOXA1,MGST2,1
303,FOXA1,ZGRF1,1
304,FOXA1,MRPL49,1
305,FOXA1,HMGCR,1
306,FOXA1,CUL2,1
307,FOXA1,SRF,1
308,FOXA1,MYL6B,1
309,FOXA1,TSN,1
310,FOXA1,SMARCA5,1
311,FOXA1,COPS2,1
312,FOXA1,ARL15,1
313,FOXA1,TADA3,1
314,FOXA1,CDC23,1
315,FOXA1,SRSF3,1
316,FOXA1,DDX20,1
317,FOXA1,THYN1,1
318,FOXA1,ICE2,1
319,FOXA1,CCNB2,1
320,FOXA1,EFNA1,1
321,FOXA1,POLR3G,1
322,FOXA1,LMO7,1
323,FOXA1,NUP107,1
324,FOXA1,RFX5,1
325,FOXA1,ZNF260,1
326,FOXA1,DRAP1,1
327,FOXA1,VIL1,1
328,FOXA1,PTP4A1,1
329,FOXA1,PIH1D1,1
330,FOXA1,GPRC5C,1
331,FOXA1,GALM,1
332,FOXA1,ZNF101,1
333,FOXA1,ZNF74,1
334,FOXA1,ZNF766,1
335,FOXA1,DNMT1,1
336,FOXA1,CAPG,1
337,FOXA1,ASNSD1,1
338,FOXA1,EWSR1,1
339,FOXA1,NUF2,1
340,FOXA1,IDI1,1
341,FOXA1,PSIP1,1
342,FOXA1,MRPL16,1
343,FOXA1,ILF2,1
344,FOXA1,MPHOSPH6,1
345,FOXA1,VCAN,1
346,FOXA1,TOP2B,1
347,FOXA1,ING3,1
348,FOXA1,ELOF1,1
349,FOXA1,TAF11,1
350,FOXA1,HDGF,1
351,FOXA1,SPINK1,1
352,FOXA1,FANCI,1
353,FOXA1,ACOT7,1
354,FOXA1,QPCT,1
355,FOXA1,SLC39A10,1
356,FOXA1,MRPL1,1
357,FOXA1,SUGCT,1
358,FOXA1,ING5,1
359,FOXA1,TMEM126B,1
360,FOXA1,MEP1A,1
361,FOXA1,NOP16,1
362,FOXA1,HPX,1
363,FOXA1,PSME3,1
364,FOXA1,GYG1,1
365,FOXA1,SNRPB,1
366,FOXA1,RAD51,1
367,FOXA1,LEAP2,1
368,FOXA1,MSH2,1
369,FOXA1,S100A13,1
370,FOXA1,C11orf54,1
371,FOXA1,BPTF,1
372,FOXA1,FOXO1,1
373,FOXA1,CENPU,1
374,FOXA1,NME1,1
375,FOXA1,TTC4,1
376,FOXA1,PPIL1,1
377,FOXA1,CREG1,1
378,FOXA1,POLR2D,1
379,FOXA1,MTIF2,1
380,FOXA1,MED30,1
381,FOXA1,PMAIP1,1
382,FOXA1,DDC,1
383,FOXA1,HAVCR1,1
384,FOXA1,DSN1,1
385,FOXA1,TBC1D31,1
386,FOXA1,E2F3,1
387,FOXA1,PIM2,1
388,FOXA1,TGIF2,1
389,FOXA1,MYOF,1
390,FOXA1,HP,1
391,FOXA1,DHCR7,1
392,FOXA1,PPAT,1
393,FOXA1,CCDC77,1
394,FOXA1,TADA1,1
395,FOXA1,SUPT16H,1
396,FOXA1,PCIF1,1
397,FOXA1,SGK1,1
398,FOXA1,FASTKD2,1
399,FOXA1,SLC35D2,1
400,FOXA1,UGT2B11,1
401,FOXA1,CCDC66,1
402,FOXA1,MRRF,1
403,FOXA1,ZSWIM8,1
404,FOXA1,ANP32E,1
405,FOXA1,SAT1,1
406,FOXA1,MRPL2,1
407,FOXA1,UTP15,1
408,FOXA1,TRIM27,1
409,FOXA1,SF3A3,1
410,FOXA1,GTF2H2,1
411,FOXA1,JUND,1
412,FOXA1,DECR1,1
413,FOXA1,TCFL5,1
414,FOXA1,CCND1,1
415,FOXA1,ARSE,1
416,FOXA1,ILF3,1
417,FOXA1,PAFAH1B3,1
418,FOXA1,NR2F2,1
419,FOXA1,SUPV3L1,1
420,FOXA1,RSU1,1
421,FOXA1,UPP1,1
422,FOXA1,G6PC3,1
423,FOXA1,CACYBP,1
424,FOXA1,ORC2,1
425,FOXA1,HMGN2,1
426,FOXA1,CCDC88A,1
427,FOXA1,MCM7,1
428,FOXA1,DNAJC2,1
429,FOXA1,CREB3L2,1
430,FOXA1,DNAH14,1
431,FOXA1,ACTL6A,1
432,FOXA1,TIMM50,1
433,FOXA1,IFNGR1,1
434,FOXA1,FOXM1,1
435,FOXA1,NBAS,1
436,FOXA1,FAM118B,1
437,FOXA1,ISG20,1
438,FOXA1,ZNF644,1
439,FOXA1,SLC7A7,1
440,FOXA1,NR5A2,1
441,FOXA1,RFC1,1
442,FOXA1,USP45,1
443,FOXA1,GLUD1,1
444,FOXA1,ZNF195,1
445,FOXA1,AARS,1
446,FOXA1,ARL2,1
447,FOXA1,DTYMK,1
448,FOXA1,GGH,1
449,FOXA1,POLR3E,1
450,FOXA1,E2F4,1
451,FOXA1,DNMT3B,1
452,FOXA1,MTF2,1
453,FOXA1,SPDL1,1
454,FOXA1,PPA2,1
455,FOXA1,MTUS1,1
456,FOXA1,NR1I3,1
457,FOXA1,POLE4,1
458,FOXA1,NUP93,1
459,FOXA1,OPA1,1
460,FOXA1,CTSV,1
461,FOXA1,AASS,1
462,FOXA1,CDCA2,1
463,FOXA1,DCAF13,1
464,FOXA1,USP10,1
465,FOXA1,HMGN4,1
466,FOXA1,FGG,1
467,FOXA1,TBPL1,1
468,FOXA1,GEMIN7,1
469,FOXA1,FABP1,1
470,FOXA1,CTSE,1
471,FOXA1,ELMOD2,1
472,FOXA1,ACSL5,1
473,FOXA1,CNTRL,1
474,FOXA1,THRAP3,1
475,FOXA1,PEG3,1
476,FOXA1,CETN3,1
477,FOXA1,FOXP1,1
478,FOXA1,BTF3,1
479,FOXA1,PPP1CC,1
480,FOXA1,THOC1,1
481,FOXA1,EEF1A1,1
482,FOXA1,PLAA,1
483,FOXA1,HMGB2,1
484,FOXA1,NAA16,1
485,FOXA1,SLC25A26,1
486,FOXA1,METTL21A,1
487,FOXA1,EMG1,1
488,FOXA1,PCID2,1
489,FOXA1,RBP4,1
490,FOXA1,BIRC5,1
491,HNF4A,NT5DC2,1
492,HNF4A,GTF2H3,1
493,HNF4A,POP5,1
494,HNF4A,JMJD1C,1
495,HNF4A,NUP35,1
496,HNF4A,FGA,1
497,HNF4A,GALK1,1
498,HNF4A,DDIT4,1
499,HNF4A,SLC25A20,1
500,HNF4A,TCF19,1
501,HNF4A,NOP16,1
502,HNF4A,EFTUD2,1
503,HNF4A,HMCES,1
504,HNF4A,EMG1,1
505,HNF4A,CMPK1,1
506,HNF4A,ATG4C,1
507,HNF4A,CAMK2D,1
508,HNF4A,DTWD1,1
509,HNF4A,CPSF3,1
510,HNF4A,PLA2G12B,1
511,HNF4A,TBX3,1
512,HNF4A,TYMS,1
513,HNF4A,ARMC9,1
514,HNF4A,DDIT3,1
515,HNF4A,PEF1,1
516,HNF4A,FANCL,1
517,HNF4A,CDCA2,1
518,HNF4A,DNMT3A,1
519,HNF4A,POLR3E,1
520,HNF4A,HNRNPD,1
521,HNF4A,BPTF,1
522,HNF4A,RBBP8,1
523,HNF4A,CKAP2,1
524,HNF4A,KLC4,1
525,HNF4A,GATA4,1
526,HNF4A,PRAP1,1
527,HNF4A,FANCD2,1
528,HNF4A,IDH3B,1
529,HNF4A,SLC7A6,1
530,HNF4A,SULT1A2,1
531,HNF4A,SLC25A11,1
532,HNF4A,RCAN1,1
533,HNF4A,ANKRD1,1
534,HNF4A,MTUS1,1
535,HNF4A,GEMIN7,1
536,HNF4A,POLD3,1
537,HNF4A,APOB,1
538,HNF4A,RGN,1
539,HNF4A,BIRC5,1
540,HNF4A,PLAC8,1
541,HNF4A,HAUS4,1
542,HNF4A,ZNF589,1
543,HNF4A,DERA,1
544,HNF4A,MCM8,1
545,HNF4A,CHD8,1
546,HNF4A,NIP7,1
547,HNF4A,CYB5B,1
548,HNF4A,FAM49B,1
549,HNF4A,DR1,1
550,HNF4A,TMEM120A,1
551,HNF4A,C12orf10,1
552,HNF4A,RBP2,1
553,HNF4A,SNRPD1,1
554,HNF4A,MT1X,1
555,HNF4A,DPPA4,1
556,HNF4A,HSD17B14,1
557,HNF4A,ZNF101,1
558,HNF4A,TTR,1
559,HNF4A,ZNRD1,1
560,HNF4A,DCLRE1C,1
561,HNF4A,TMEM37,1
562,HNF4A,RAD51,1
563,HNF4A,TIMMDC1,1
564,HNF4A,TMEM177,1
565,HNF4A,SLC7A7,1
566,HNF4A,METTL3,1
567,HNF4A,SORBS2,1
568,HNF4A,TNFAIP3,1
569,HNF4A,MRPS11,1
570,HNF4A,NIF3L1,1
571,HNF4A,MCM3,1
572,HNF4A,LEAP2,1
573,HNF4A,S100A16,1
574,HNF4A,DAXX,1
575,HNF4A,VTN,1
576,HNF4A,HDHD3,1
577,HNF4A,ELP2,1
578,HNF4A,ECD,1
579,HNF4A,EFNA1,1
580,HNF4A,A1CF,1
581,HNF4A,ELMOD2,1
582,HNF4A,METTL8,1
583,HNF4A,HIPK2,1
584,HNF4A,TBC1D31,1
585,HNF4A,M6PR,1
586,HNF4A,NTHL1,1
587,HNF4A,SAMHD1,1
588,HNF4A,TEAD4,1
589,HNF4A,CSDE1,1
590,HNF4A,PRMT5,1
591,HNF4A,ZNHIT3,1
592,HNF4A,RIOK1,1
593,HNF4A,CREB3L3,1
594,HNF4A,HSD17B11,1
595,HNF4A,TFDP1,1
596,HNF4A,CLDN4,1
597,HNF4A,ZNF770,1
598,HNF4A,OCIAD2,1
599,HNF4A,CENPU,1
600,HNF4A,KLF6,1
601,HNF4A,RBBP4,1
602,HNF4A,MTIF2,1
603,HNF4A,HMGA1,1
604,HNF4A,RAMP1,1
605,HNF4A,USB1,1
606,HNF4A,HP,1
607,HNF4A,POLR2D,1
608,HNF4A,MGST2,1
609,HNF4A,TUBE1,1
610,HNF4A,GMPR2,1
611,HNF4A,TFE3,1
612,HNF4A,TFDP2,1
613,HNF4A,NOL11,1
614,HNF4A,RBP4,1
615,HNF4A,ORC2,1
616,HNF4A,ZSWIM8,1
617,HNF4A,TFRC,1
618,HNF4A,GOT1,1
619,HNF4A,LTV1,1
620,HNF4A,RFC1,1
621,HNF4A,UHRF1,1
622,HNF4A,GTF2H2,1
623,HNF4A,GPN1,1
624,HNF4A,PIGH,1
625,HNF4A,TMEM41A,1
626,HNF4A,PHB2,1
627,HNF4A,NR2F2,1
628,HNF4A,COPS7A,1
629,HNF4A,LAMB2,1
630,HNF4A,MEP1A,1
631,HNF4A,NEDD1,1
632,HNF4A,RRM2,1
633,HNF4A,PWP1,1
634,HNF4A,ECHDC1,1
635,HNF4A,PTGR1,1
636,HNF4A,RBM39,1
637,HNF4A,G6PC3,1
638,HNF4A,MORN2,1
639,HNF4A,DDX54,1
640,HNF4A,ABCA5,1
641,HNF4A,PHF5A,1
642,HNF4A,UMPS,1
643,HNF4A,NFKBIZ,1
644,HNF4A,TRIAP1,1
645,HNF4A,DRAP1,1
646,HNF4A,METTL21A,1
647,HNF4A,NOL10,1
648,HNF4A,TRIP13,1
649,HNF4A,GEMIN2,1
650,HNF4A,AURKA,1
651,HNF4A,GTF3C2,1
652,HNF4A,HIF3A,1
653,HNF4A,EPAS1,1
654,HNF4A,NFATC2,1
655,HNF4A,ACSL5,1
656,HNF4A,CCDC88A,1
657,HNF4A,IL32,1
658,HNF4A,AAMP,1
659,HNF4A,NOSIP,1
660,HNF4A,TCFL5,1
661,HNF4A,AXL,1
662,HNF4A,PCIF1,1
663,HNF4A,COMMD3,1
664,HNF4A,GALE,1
665,HNF4A,WDR12,1
666,HNF4A,SCPEP1,1
667,HNF4A,ZNF398,1
668,HNF4A,NR1H3,1
669,HNF4A,ASXL1,1
670,HNF4A,SMLR1,1
671,HNF4A,JUND,1
672,HNF4A,UNC93A,1
673,HNF4A,DCTPP1,1
674,HNF4A,ANPEP,1
675,HNF4A,E2F5,1
676,HNF4A,MAD2L1BP,1
677,HNF4A,S100PBP,1
678,HNF4A,SERTAD3,1
679,HNF4A,MECR,1
680,HNF4A,MAZ,1
681,HNF4A,KPNA2,1
682,HNF4A,TIPARP,1
683,HNF4A,CRAT,1
684,HNF4A,TK1,1
685,HNF4A,DPH6,1
686,HNF4A,PRIM1,1
687,HNF4A,AEBP2,1
688,HNF4A,IFITM1,1
689,HNF4A,AIMP2,1
690,HNF4A,ECSIT,1
691,HNF4A,DGAT1,1
692,HNF4A,ENO2,1
693,HNF4A,MED20,1
694,HNF4A,EEF1E1,1
695,HNF4A,TTLL4,1
696,HNF4A,SEPT10,1
697,HNF4A,HIBCH,1
698,HNF4A,EYA3,1
699,HNF4A,EXOC5,1
700,HNF4A,PIK3R1,1
701,HNF4A,MRPL15,1
702,HNF4A,TPX2,1
703,HNF4A,ANXA4,1
704,HNF4A,TP53INP2,1
705,HNF4A,SNRNP25,1
706,HNF4A,PLAGL2,1
707,HNF4A,PPA2,1
708,HNF4A,FOSL2,1
709,HNF4A,GMNN,1
710,HNF4A,C11orf1,1
711,HNF4A,IQGAP2,1
712,HNF4A,AHSG,1
713,HNF4A,NHEJ1,1
714,HNF4A,SNRPB,1
715,HNF4A,BTG2,1
716,HNF4A,FABP1,1
717,HNF4A,KIZ,1
718,HNF4A,SMARCD2,1
719,HNF4A,ACY1,1
720,HNF4A,ZSWIM7,1
721,HNF4A,APOA4,1
722,HNF4A,MRPS2,1
723,HNF4A,LGALS2,1
724,HNF4A,ARL6IP6,1
725,HNF4A,AARS,1
726,HNF4A,TBPL1,1
727,HNF4A,ILF2,1
728,HNF4A,EPB41L2,1
729,HNF4A,MTERF3,1
730,HNF4A,ZNF146,1
731,HNF4A,BRCA1,1
732,HNF4A,PPAT,1
733,HNF4A,HOOK2,1
734,HNF4A,RABGGTB,1
735,HNF4A,TIMM50,1
736,HNF4A,C1GALT1,1
737,HNF4A,RABEPK,1
738,HNF4A,DNMT3B,1
739,HNF4A,CDK5RAP1,1
740,HNF4A,GDAP1,1
741,HNF4A,VPS33A,1
742,HNF4A,DECR1,1
743,HNF4A,BPHL,1
744,HNF4A,HMGCL,1
745,HNF4A,LRRC1,1
746,HNF4A,SRF,1
747,HNF4A,OAZ2,1
748,HNF4A,SERPINF1,1
749,HNF4A,PPCDC,1
750,HNF4A,NEK2,1
751,HNF4A,MAFF,1
752,HNF4A,APOA2,1
753,HNF4A,MCM7,1
754,HNF4A,MBIP,1
755,HNF4A,PLK1,1
756,HNF4A,ZFHX3,1
757,HNF4A,TMEM14A,1
758,HNF4A,NUF2,1
759,HNF4A,AKR1C3,1
760,HNF4A,FANCA,1
761,HNF4A,MATR3,1
762,HNF4A,HPR,1
763,HNF4A,RRM2B,1
764,HNF4A,POLR3D,1
765,HNF4A,NUP54,1
766,HNF4A,ISG20,1
767,HNF4A,MCM4,1
768,HNF4A,TTC4,1
769,HNF4A,STX8,1
770,HNF4A,GCHFR,1
771,HNF4A,FN1,1
772,HNF4A,RIN2,1
773,HNF4A,SF3A3,1
774,HNF4A,PYGL,1
775,HNF4A,USP39,1
776,HNF4A,TTI2,1
777,HNF4A,UQCC1,1
778,HNF4A,AMBP,1
779,HNF4A,CDCA3,1
780,HNF4A,PON2,1
781,HNF4A,CPSF6,1
782,HNF4A,LGALS1,1
783,HNF4A,MRPL2,1
784,HNF4A,PFN2,1
785,HNF4A,XBP1,1
786,HNF4A,DNPEP,1
787,HNF4A,CALML4,1
788,HNF4A,KAT7,1
789,HNF4A,WARS,1
790,HNF4A,GRHL1,1
791,HNF4A,ZDHHC4,1
792,HNF4A,HERPUD1,1
793,HNF4A,BRIP1,1
794,HNF4A,CFAP97,1
795,HNF4A,GSN,1
796,HNF4A,UGP2,1
797,HNF4A,IFNGR1,1
798,HNF4A,SUB1,1
799,HNF4A,PPIL1,1
800,HNF4A,FOXA2,1
801,HNF4A,GRTP1,1
802,HNF4A,EPHX2,1
803,HNF4A,TBL1X,1
804,HNF4A,ZNF567,1
805,HNF4A,HNRNPH3,1
806,HNF4A,SERPINB1,1
807,HNF4A,AGT,1
808,HNF4A,MRPL1,1
809,HNF4A,COPS2,1
810,HNF4A,ATIC,1
811,HNF4A,TADA1,1
812,HNF4A,SVIL,1
813,HNF4A,NUDT15,1
814,HNF4A,TDP2,1
815,HNF4A,CAT,1
816,HNF4A,ACOT7,1
817,HNF4A,CFAP20,1
818,HNF4A,NODAL,1
819,HNF4A,PCID2,1
820,HNF4A,MRPS30,1
821,HNF4A,PRKCE,1
822,HNF4A,TRIM27,1
823,HNF4A,CUL2,1
824,HNF4A,RAD51AP1,1
825,HNF4A,MRPL16,1
826,HNF4A,ZNF638,1
827,HNF4A,THAP4,1
828,HNF4A,MPHOSPH6,1
829,HNF4A,ESCO2,1
830,HNF4A,NREP,1
831,FOSL2,NUDT1,1
832,FOSL2,ATIC,1
833,FOSL2,DNMT3A,1
834,FOSL2,TRIM27,1
835,FOSL2,PEX19,1
836,FOSL2,SLC25A26,1
837,FOSL2,C9orf78,1
838,FOSL2,FGA,1
839,FOSL2,EXOSC5,1
840,FOSL2,BLMH,1
841,FOSL2,ALG8,1
842,FOSL2,LTV1,1
843,FOSL2,MRPS2,1
844,FOSL2,ATP2C1,1
845,FOSL2,IRF9,1
846,FOSL2,TSR1,1
847,FOSL2,POLR1D,1
848,FOSL2,S100A16,1
849,FOSL2,AMZ2,1
850,FOSL2,MLXIPL,1
851,FOSL2,PEMT,1
852,FOSL2,UBE2C,1
853,FOSL2,GEMIN2,1
854,FOSL2,POLR1B,1
855,FOSL2,RNF19A,1
856,FOSL2,HAUS4,1
857,FOSL2,PDE6D,1
858,FOSL2,CENPK,1
859,FOSL2,ING3,1
860,FOSL2,GEMIN7,1
861,FOSL2,ZNHIT3,1
862,FOSL2,RNASEH2A,1
863,FOSL2,CCND1,1
864,FOSL2,MRPL15,1
865,FOSL2,MIS18A,1
866,FOSL2,EPS8L2,1
867,FOSL2,BPTF,1
868,FOSL2,GMPS,1
869,FOSL2,CPSF6,1
870,FOSL2,POLR3G,1
871,FOSL2,POLR2D,1
872,FOSL2,UPP1,1
873,FOSL2,TPD52L1,1
874,FOSL2,SUPT16H,1
875,FOSL2,DGAT1,1
876,FOSL2,THAP11,1
877,FOSL2,MOV10,1
878,FOSL2,H1F0,1
879,FOSL2,GATA4,1
880,FOSL2,PSME3,1
881,FOSL2,ELOVL6,1
882,FOSL2,LCMT1,1
883,FOSL2,RECQL,1
884,FOSL2,C1GALT1,1
885,FOSL2,ZRANB2,1
886,FOSL2,AURKA,1
887,FOSL2,HAUS2,1
888,FOSL2,UNC93A,1
