,TF,Target,Label
132,SMARCC1,NUP35,1
133,SMARCC1,CENPF,1
134,SMARCC1,ZNF300,1
135,SMARCC1,F2RL1,1
136,SMARCC1,ZNF644,1
137,SMARCC1,TEAD4,1
138,SMARCC1,POP5,1
139,SMARCC1,BMP2,1
140,SMARCC1,NR2F6,1
141,SMARCC1,CEBPA,1
142,SMARCC1,ACTL6A,1
143,SMARCC1,CTPS1,1
144,SMARCC1,ING3,1
145,SMARCC1,MTHFD2,1
146,SMARCC1,HINFP,1
147,SMARCC1,APEH,1
148,SMARCC1,IVNS1ABP,1
149,SMARCC1,JMJD1C,1
150,SMARCC1,RRM1,1
151,SMARCC1,MCM7,1
152,SMARCC1,GNPNAT1,1
153,SMARCC1,POLR1D,1
154,SMARCC1,EHMT1,1
155,SMARCC1,ITGB5,1
156,SMARCC1,TARDBP,1
157,SMARCC1,GABPB1,1
158,SMARCC1,TOPORS,1
159,SMARCC1,PON2,1
160,SMARCC1,SMC4,1
161,SMARCC1,ZNF101,1
162,SMARCC1,ZWILCH,1
163,SMARCC1,CHEK2,1
164,SMARCC1,ZNF398,1
165,SMARCC1,ZDHHC4,1
166,SMARCC1,STMN1,1
167,SMARCC1,GTF2F2,1
168,SMARCC1,NAA15,1
169,SMARCC1,RFC2,1
170,SMARCC1,NUPR1,1
171,SMARCC1,LAMC1,1
172,SMARCC1,KIF23,1
173,SMARCC1,AASS,1
174,SMARCC1,WARS,1
175,SMARCC1,DPH6,1
176,SMARCC1,ZBTB24,1
177,SMARCC1,BRCA2,1
178,SMARCC1,TPX2,1
179,SMARCC1,THOC1,1
180,SMARCC1,DNMT1,1
181,SMARCC1,MSH2,1
182,SMARCC1,POLR1C,1
183,SMARCC1,SULF2,1
184,SMARCC1,ANLN,1
185,SMARCC1,EFTUD2,1
186,SMARCC1,OAZ2,1
187,SMARCC1,MTMR2,1
188,SMARCC1,PEMT,1
189,SMARCC1,CREB3L2,1
190,SMARCC1,SRRM1,1
191,SMARCC1,POU2F1,1
192,SMARCC1,CPSF3,1
193,SMARCC1,ETV5,1
194,SMARCC1,TTC39C,1
195,SMARCC1,GEMIN8,1
196,SMARCC1,SMOX,1
197,SMARCC1,ISY1,1
198,SMARCC1,FEN1,1
199,SMARCC1,TMEM69,1
200,SMARCC1,PSAT1,1
201,SMARCC1,YARS,1
202,SMARCC1,GMPS,1
203,SMARCC1,CUTC,1
204,SMARCC1,MCM4,1
205,SMARCC1,HIPK2,1
206,SMARCC1,ASNSD1,1
207,SMARCC1,PPFIBP2,1
208,SMARCC1,RNF19A,1
209,SMARCC1,GSTK1,1
210,SMARCC1,ACOT7,1
211,SMARCC1,HMGN1,1
212,SMARCC1,LEAP2,1
213,SMARCC1,TIMM21,1
214,SMARCC1,RBP4,1
215,SMARCC1,E2F5,1
216,SMARCC1,C12orf45,1
217,SMARCC1,PDCD11,1
218,SMARCC1,HNRNPK,1
219,SMARCC1,MST1,1
220,SMARCC1,FOXA1,1
221,SMARCC1,PMS1,1
222,SMARCC1,NFYB,1
223,SMARCC1,FOXO1,1
224,SMARCC1,ALG6,1
225,SMARCC1,PRMT5,1
226,SMARCC1,TTR,1
227,SMARCC1,CSDE1,1
228,SMARCC1,MAPK1,1
229,SMARCC1,EED,1
230,SMARCC1,MCM5,1
231,SMARCC1,PPIL1,1
232,SMARCC1,XBP1,1
233,SMARCC1,HP,1
234,SMARCC1,TAF6,1
235,SMARCC1,NVL,1
236,SMARCC1,DECR1,1
237,SMARCC1,EPHX2,1
238,SMARCC1,ORC4,1
239,SMARCC1,TAF5,1
240,SMARCC1,ACOX2,1
241,SMARCC1,NFKBIZ,1
242,SMARCC1,DDX5,1
243,SMARCC1,FANCL,1
244,SMARCC1,EGR1,1
245,SMARCC1,RNF2,1
246,SMARCC1,HNRNPH2,1
247,SMARCC1,MPHOSPH9,1
248,SMARCC1,TAF11,1
249,SMARCC1,GTF2E1,1
250,SMARCC1,EZH2,1
251,SMARCC1,IL6ST,1
252,SMARCC1,BMPR1A,1
253,SMARCC1,VTN,1
254,SMARCC1,CRAT,1
255,SMARCC1,MLXIPL,1
256,SMARCC1,MMS19,1
257,SMARCC1,ERCC8,1
258,SMARCC1,ENO1,1
259,SMARCC1,ZNF675,1
260,SMARCC1,LITAF,1
261,SMARCC1,ATG4C,1
262,SMARCC1,EFNA1,1
263,SMARCC1,MGST2,1
264,SMARCC1,ASCC3,1
265,SMARCC1,AURKB,1
266,SMARCC1,BUB1B,1
267,SMARCC1,SUB1,1
268,SMARCC1,YAF2,1
269,SMARCC1,CHD8,1
270,SMARCC1,DR1,1
271,SMARCC1,TDGF1,1
272,SMARCC1,NFATC2,1
273,SMARCC1,SRSF10,1
274,SMARCC1,SF3B3,1
275,SMARCC1,NUP54,1
276,SMARCC1,ING1,1
277,SMARCC1,BDP1,1
278,SMARCC1,CNOT7,1
279,SMARCC1,FGA,1
280,SMARCC1,NIF3L1,1
281,SMARCC1,EWSR1,1
282,SMARCC1,VEZF1,1
283,SMARCC1,AIMP2,1
284,SMARCC1,MED14,1
285,SMARCC1,B4GALT3,1
286,SMARCC1,PIAS3,1
287,SMARCC1,NEK2,1
288,SMARCC1,MTHFD1,1
289,SMARCC1,SUPT16H,1
290,SMARCC1,SLC38A1,1
291,SMARCC1,DGAT1,1
292,SMARCC1,PHF5A,1
293,SMARCC1,EIF5B,1
294,SMARCC1,NUDT1,1
295,SMARCC1,RBM39,1
296,SMARCC1,CBX3,1
297,SMARCC1,G6PC3,1
298,SMARCC1,ANAPC7,1
299,SMARCC1,APOC3,1
300,SMARCC1,DPH5,1
301,SMARCC1,SGK1,1
302,SMARCC1,DPYSL2,1
303,SMARCC1,MED20,1
304,SMARCC1,YEATS4,1
305,SMARCC1,PHGDH,1
306,SMARCC1,ZNF567,1
307,SMARCC1,IQGAP2,1
308,SMARCC1,POLR1E,1
309,SMARCC1,HSD17B11,1
310,SMARCC1,DNPEP,1
311,SMARCC1,NUP88,1
312,SMARCC1,SUV39H2,1
313,SMARCC1,ZNF670,1
314,SMARCC1,TRIM27,1
315,SMARCC1,CMC1,1
316,SMARCC1,UBE2T,1
317,SMARCC1,RAD51AP1,1
318,SMARCC1,TCF3,1
319,SMARCC1,BLVRA,1
320,SMARCC1,MAZ,1
321,SMARCC1,PRIM1,1
322,SMARCC1,CAPG,1
323,SMARCC1,CCND1,1
324,SMARCC1,IQCB1,1
325,SMARCC1,CDKN3,1
326,SMARCC1,PPT1,1
327,SMARCC1,ZRANB2,1
328,SMARCC1,GEMIN2,1
329,SMARCC1,CREB3L4,1
330,SMARCC1,BRIP1,1
331,SMARCC1,ATP1B3,1
332,SMARCC1,DNMT3A,1
333,SMARCC1,MYBBP1A,1
334,SMARCC1,FOSL2,1
335,SMARCC1,SRF,1
336,SMARCC1,ICE2,1
337,SMARCC1,KNSTRN,1
338,SMARCC1,WDR5,1
339,SMARCC1,HGD,1
340,SMARCC1,PRC1,1
341,SMARCC1,RREB1,1
342,SMARCC1,TSFM,1
343,SMARCC1,NRIP1,1
344,SMARCC1,PWP1,1
345,SMARCC1,DEDD,1
346,SMARCC1,C17orf75,1
347,SMARCC1,FANCI,1
348,SMARCC1,CDC20,1
349,SMARCC1,ELL2,1
350,SMARCC1,C11orf1,1
351,SMARCC1,TTF2,1
352,SMARCC1,SULT1A2,1
353,SMARCC1,PLAGL2,1
354,SMARCC1,SHMT2,1
355,SMARCC1,TARBP2,1
356,SMARCC1,CREG1,1
357,SMARCC1,DRAP1,1
358,SMARCC1,PCNA,1
359,SMARCC1,SSB,1
360,SMARCC1,LRR1,1
361,SMARCC1,PRAP1,1
362,SMARCC1,RHOBTB3,1
363,SMARCC1,F10,1
364,SMARCC1,EHMT2,1
365,SMARCC1,WDR12,1
366,SMARCC1,CENPN,1
367,SMARCC1,RNF138,1
368,SMARCC1,ASL,1
369,SMARCC1,RFC4,1
370,SMARCC1,CAMK2D,1
371,SMARCC1,POLR3D,1
372,SMARCC1,HNRNPAB,1
373,SMARCC1,POLR2I,1
374,SMARCC1,TFDP2,1
375,SMARCC1,S100A16,1
376,SMARCC1,ZNF143,1
377,SMARCC1,MCM6,1
378,SMARCC1,ATL2,1
379,SMARCC1,CDK5RAP1,1
380,SMARCC1,HDAC1,1
381,SMARCC1,DDIT4,1
382,SMARCC1,MCM3,1
383,SMARCC1,F3,1
384,SMARCC1,HMGB2,1
385,SMARCC1,AGT,1
386,SMARCC1,UHRF1,1
387,SMARCC1,STAT2,1
388,SMARCC1,SIL1,1
389,SMARCC1,FASTKD2,1
390,SMARCC1,ZNF232,1
391,SMARCC1,GTF3C2,1
392,SMARCC1,TBRG4,1
393,SMARCC1,COMMD10,1
394,SMARCC1,BTF3,1
395,SMARCC1,UBE2C,1
396,SMARCC1,EEF1E1,1
397,SMARCC1,PAFAH1B3,1
398,SMARCC1,DROSHA,1
399,SMARCC1,GMEB1,1
400,SMARCC1,AEBP2,1
401,SMARCC1,LGALS1,1
402,SMARCC1,BUB1,1
403,SMARCC1,ZNF146,1
404,SMARCC1,NIP7,1
405,SMARCC1,CNBP,1
406,SMARCC1,MXD1,1
407,SMARCC1,NDUFAF5,1
408,SMARCC1,HIST1H1C,1
409,SMARCC1,NDUFAF4,1
410,SMARCC1,KIF22,1
411,SMARCC1,THRAP3,1
412,SMARCC1,ZFYVE21,1
413,SMARCC1,DEK,1
414,SMARCC1,FOSB,1
415,SMARCC1,BPTF,1
416,SMARCC1,CREB3L3,1
417,SMARCC1,HMGN2,1
418,SMARCC1,NOP16,1
419,SMARCC1,MCM2,1
420,SMARCC1,XRCC5,1
421,SMARCC1,TEAD2,1
422,SMARCC1,FOXM1,1
423,SMARCC1,RGN,1
424,SMARCC1,VRK1,1
425,SMARCC1,RFXANK,1
426,SMARCC1,NUF2,1
427,SMARCC1,EPAS1,1
428,SMARCC1,ZNF91,1
429,SMARCC1,WDR43,1
430,SMARCC1,GALK1,1
431,SMARCC1,KNG1,1
432,SMARCC1,BIRC5,1
433,SMARCC1,F2,1
434,SMARCC1,SCAPER,1
435,SMARCC1,ZNF561,1
436,SMARCC1,CEBPD,1
437,SMARCC1,ESPL1,1
438,SMARCC1,ZBTB3,1
439,SMARCC1,CHAF1A,1
440,SMARCC1,PAPOLA,1
441,SMARCC1,NEDD1,1
442,SMARCC1,RFC1,1
443,SMARCC1,RAI14,1
444,SMARCC1,CKAP2,1
445,SMARCC1,CKS2,1
446,FOXA2,ZNF300,1
447,FOXA2,NEDD1,1
448,FOXA2,RBP4,1
449,FOXA2,PAFAH1B3,1
450,FOXA2,ING1,1
451,FOXA2,CENPE,1
452,FOXA2,HNRNPH2,1
453,FOXA2,DPAGT1,1
454,FOXA2,DDX54,1
455,FOXA2,SLC35D2,1
456,FOXA2,RNF4,1
457,FOXA2,CNOT7,1
458,FOXA2,ATG4C,1
459,FOXA2,CUTC,1
460,FOXA2,UQCC1,1
461,FOXA2,ZNF397,1
462,FOXA2,IQCB1,1
463,FOXA2,ELL2,1
464,FOXA2,TMEM150C,1
465,FOXA2,NR1H3,1
466,FOXA2,SNRPD1,1
467,FOXA2,AGT,1
468,FOXA2,CUEDC2,1
469,FOXA2,YARS,1
470,FOXA2,LCMT1,1
471,FOXA2,TATDN3,1
472,FOXA2,APOB,1
473,FOXA2,UCHL1,1
474,FOXA2,HMGB2,1
475,FOXA2,C9orf72,1
476,FOXA2,TMEM37,1
477,FOXA2,PPP1R7,1
478,FOXA2,HNRNPK,1
479,FOXA2,ING5,1
480,FOXA2,SNAPC1,1
481,FOXA2,MT1X,1
482,FOXA2,AATF,1
483,FOXA2,NCOA6,1
484,FOXA2,GATM,1
485,FOXA2,CDCA3,1
486,FOXA2,KNSTRN,1
487,FOXA2,RFX5,1
488,FOXA2,IL6ST,1
489,FOXA2,DNMT1,1
490,FOXA2,PARP1,1
491,FOXA2,EZH2,1
492,FOXA2,ACADSB,1
493,FOXA2,TGIF2,1
494,FOXA2,DGAT1,1
495,FOXA2,DNPEP,1
496,FOXA2,SRSF1,1
497,FOXA2,THYN1,1
498,FOXA2,RUVBL2,1
499,FOXA2,CENPU,1
500,FOXA2,MCM3,1
501,FOXA2,SSBP2,1
502,FOXA2,THRB,1
503,FOXA2,E2F7,1
504,FOXA2,XPO5,1
505,FOXA2,DCLRE1C,1
506,FOXA2,MMS19,1
507,FOXA2,ETV4,1
508,FOXA2,MXD1,1
509,FOXA2,AIMP2,1
510,FOXA2,NUP88,1
511,FOXA2,TAF7,1
512,FOXA2,GABPB1,1
513,FOXA2,RBBP4,1
514,FOXA2,RAD51AP1,1
515,FOXA2,SPINK1,1
516,FOXA2,TNFAIP3,1
517,FOXA2,ZNF567,1
518,FOXA2,HMGN4,1
519,FOXA2,SRSF2,1
520,FOXA2,SGK1,1
521,FOXA2,NCOA1,1
522,FOXA2,PEMT,1
523,FOXA2,TCF25,1
524,FOXA2,MLF1,1
525,FOXA2,ETV5,1
526,FOXA2,KAT7,1
527,FOXA2,MSH2,1
528,FOXA2,ASXL1,1
529,FOXA2,PRKCE,1
530,FOXA2,TIMM21,1
531,FOXA2,CCNB2,1
532,FOXA2,NVL,1
533,FOXA2,UTP18,1
534,FOXA2,VPS72,1
535,FOXA2,MCM4,1
536,FOXA2,AGTRAP,1
537,FOXA2,KIF20B,1
538,FOXA2,SMAD3,1
539,FOXA2,GTF2H2,1
540,FOXA2,FHL2,1
541,FOXA2,SSBP3,1
542,FOXA2,DLGAP5,1
543,FOXA2,TTC39C,1
544,FOXA2,VRK1,1
545,FOXA2,ENO1,1
546,FOXA2,PRC1,1
547,FOXA2,TGIF1,1
548,FOXA2,KIF22,1
549,FOXA2,KIF23,1
550,FOXA2,JARID2,1
551,FOXA2,WFDC2,1
552,FOXA2,GATAD2B,1
553,FOXA2,SSB,1
554,FOXA2,ALB,1
555,FOXA2,CREB3L2,1
556,FOXA2,WDR12,1
557,FOXA2,NME2,1
558,FOXA2,CHEK2,1
559,FOXA2,POLR3D,1
560,FOXA2,PAX6,1
561,FOXA2,CTDSPL,1
562,FOXA2,APOA2,1
563,FOXA2,HDAC1,1
564,FOXA2,BTF3,1
565,FOXA2,VCAN,1
566,FOXA2,ZNF143,1
567,FOXA2,PRIM1,1
568,FOXA2,PDCD11,1
569,FOXA2,GLIS3,1
570,FOXA2,ZFP42,1
571,FOXA2,NUP93,1
572,FOXA2,DRAP1,1
573,FOXA2,ZNF74,1
574,FOXA2,SKIL,1
575,FOXA2,PITX1,1
576,FOXA2,BUB1B,1
577,FOXA2,AFF4,1
578,FOXA2,ZNF287,1
579,FOXA2,CAPG,1
580,FOXA2,IFITM2,1
581,FOXA2,PHB2,1
582,FOXA2,TBL1X,1
583,FOXA2,BPHL,1
584,FOXA2,SNRPB,1
585,FOXA2,REST,1
586,FOXA2,RUVBL1,1
587,FOXA2,TRIM25,1
588,FOXA2,FXR1,1
589,FOXA2,SLC7A7,1
590,FOXA2,BBS9,1
591,FOXA2,KNTC1,1
592,FOXA2,MAF,1
593,FOXA2,PIM2,1
594,FOXA2,SP100,1
595,FOXA2,COQ3,1
596,FOXA2,SUPV3L1,1
597,FOXA2,PIH1D1,1
598,FOXA2,SRSF10,1
599,FOXA2,FABP1,1
600,FOXA2,TPX2,1
601,FOXA2,NDUFAF5,1
602,FOXA2,PBX1,1
603,FOXA2,CENPK,1
604,FOXA2,NODAL,1
605,FOXA2,MORN2,1
606,FOXA2,NAA15,1
607,FOXA2,LMO7,1
608,FOXA2,FAM114A1,1
609,FOXA2,SMARCA4,1
610,FOXA2,HMGCL,1
611,FOXA2,SOX4,1
612,FOXA2,SLC7A6,1
613,FOXA2,MAFF,1
614,FOXA2,HIBCH,1
615,FOXA2,CDK5RAP1,1
616,FOXA2,TOP2B,1
617,FOXA2,BMP2,1
618,FOXA2,DNASE1,1
619,FOXA2,HNRNPAB,1
620,FOXA2,TAF1B,1
621,FOXA2,MPHOSPH9,1
622,FOXA2,STAT2,1
623,FOXA2,ZNF675,1
624,FOXA2,ASPH,1
625,FOXA2,COPS5,1
626,FOXA2,GALK1,1
627,FOXA2,ZNF638,1
628,FOXA2,CENPN,1
629,FOXA2,CDC20,1
630,FOXA2,POLR2G,1
631,FOXA2,PLA2G12B,1
632,FOXA2,KLHL7,1
633,FOXA2,YEATS4,1
634,FOXA2,IQGAP2,1
635,FOXA2,KPNA2,1
636,FOXA2,NIP7,1
637,FOXA2,CACYBP,1
638,FOXA2,EOMES,1
639,FOXA2,MPC1,1
640,FOXA2,QPCT,1
641,FOXA2,KIFAP3,1
642,FOXA2,KLF6,1
643,FOXA2,FGA,1
644,FOXA2,SMOX,1
645,FOXA2,ANKRD1,1
646,FOXA2,TRIM59,1
647,FOXA2,HIST1H1E,1
648,FOXA2,LEAP2,1
649,FOXA2,APOC3,1
650,FOXA2,CPSF3,1
651,FOXA2,ZNF589,1
652,FOXA2,BUB1,1
653,FOXA2,TEX10,1
654,FOXA2,KNG1,1
655,FOXA2,CENPF,1
656,FOXA2,PPT1,1
657,FOXA2,TPD52L1,1
658,FOXA2,GEMIN2,1
659,FOXA2,COMMD10,1
660,FOXA2,ELF1,1
661,FOXA2,HIPK2,1
662,FOXA2,ZFHX3,1
663,FOXA2,EEF1E1,1
664,FOXA2,EIF5B,1
665,FOXA2,HPN,1
666,FOXA2,CXXC1,1
667,FOXA2,AMBP,1
668,FOXA2,ZNF91,1
669,FOXA2,DDIT4,1
670,FOXA2,DDAH1,1
671,FOXA2,CHEK1,1
672,FOXA2,INMT,1
673,FOXA2,SIL1,1
674,FOXA2,TARBP2,1
675,FOXA2,TCF19,1
676,FOXA2,MTUS1,1
677,FOXA2,BMPR1A,1
678,FOXA2,TTF2,1
679,FOXA2,MED4,1
680,FOXA2,ERBB4,1
681,FOXA2,GTF2H3,1
682,FOXA2,ZNF398,1
683,FOXA2,BPTF,1
684,FOXA2,C11orf74,1
685,FOXA2,CNBP,1
686,FOXA2,TIPIN,1
687,FOXA2,HNRNPUL1,1
688,FOXA2,CTSE,1
689,FOXA2,TCF7L1,1
690,FOXA2,SULT1A2,1
691,FOXA2,CCDC82,1
692,FOXA2,SIRT1,1
693,FOXA2,APOA1,1
694,FOXA2,NUP37,1
695,FOXA2,DPCD,1
696,FOXA2,CTSC,1
697,FOXA2,ANXA3,1
698,FOXA2,POLR2I,1
699,FOXA2,PUS7L,1
700,FOXA2,HCFC1,1
701,FOXA2,ACAD11,1
702,FOXA2,JAG1,1
703,FOXA2,POLR2D,1
704,FOXA2,CDCA7L,1
705,FOXA2,MTMR2,1
706,FOXA2,BDP1,1
707,FOXA2,FUCA1,1
708,FOXA2,SLC38A2,1
709,FOXA2,ZNF232,1
710,FOXA2,PIGH,1
711,FOXA2,DR1,1
712,FOXA2,HMGN3,1
713,FOXA2,ZNF146,1
714,FOXA2,THAP1,1
715,FOXA2,AMZ2,1
716,FOXA2,ASCC3,1
717,FOXA2,RNPS1,1
718,FOXA2,NR1I3,1
719,FOXA2,CMC1,1
720,FOXA2,CKAP2,1
721,FOXA2,UGP2,1
722,FOXA2,PLAGL2,1
723,FOXA2,TBRG4,1
724,FOXA2,TRERF1,1
725,FOXA2,LITAF,1
726,FOXA2,DNAH14,1
727,FOXA2,CREB1,1
728,FOXA2,F2RL1,1
729,FOXA2,CDK4,1
730,FOXA2,RRM1,1
731,FOXA2,ZNF160,1
732,FOXA2,TERF1,1
733,FOXA2,MELK,1
734,FOXA2,FOSL2,1
735,FOXA2,PPIL1,1
736,FOXA2,ZNF766,1
737,FOXA2,ADNP,1
738,FOXA2,ZNF644,1
739,FOXA2,FANCD2,1
740,FOXA2,NUSAP1,1
741,FOXA2,ANP32E,1
742,FOXA2,EXOSC3,1
743,FOXA2,SRF,1
744,FOXA2,NR2F2,1
745,FOXA2,DAXX,1
746,FOXA2,WDHD1,1
747,FOXA2,ATIC,1
748,FOXA2,ERCC8,1
749,FOXA2,MMS22L,1
750,FOXA2,GATA4,1
751,FOXA2,E2F8,1
752,FOXA2,MATR3,1
753,FOXA2,NIF3L1,1
754,FOXA2,GYG1,1
755,FOXA2,AURKB,1
756,FOXA2,NR3C1,1
757,FOXA2,DCAF13,1
758,FOXA2,ICA1,1
759,FOXA2,EFNA1,1
760,FOXA2,B4GALT3,1
761,FOXA2,AHSG,1
762,FOXA2,PARPBP,1
763,FOXA2,SMAD2,1
764,FOXA2,HIF1AN,1
765,FOXA2,TF,1
766,FOXA2,SMARCD2,1
767,FOXA2,HTATSF1,1
768,FOXA2,GALM,1
769,FOXA2,IRF9,1
770,FOXA2,WDR5,1
771,FOXA2,NUP85,1
772,FOXA2,MED14,1
773,FOXA2,POU5F1,1
774,FOXA2,SCAPER,1
775,FOXA2,SERTAD3,1
776,FOXA2,HPX,1
777,FOXA2,UBL7,1
778,FOXA2,BZW2,1
779,FOXA2,DDX5,1
780,FOXA2,POLR1C,1
781,FOXA2,ECD,1
782,FOXA2,TAF11,1
783,FOXA2,FOXO1,1
784,FOXA2,DNMT3B,1
785,FOXA2,CIDEB,1
786,FOXA2,GPN3,1
787,FOXA2,EEF1A1,1
788,FOXA2,HIST1H1C,1
789,FOXA2,MYBL2,1
790,FOXA2,PWP1,1
791,FOXA2,ZNHIT3,1
792,FOXA2,NRIP1,1
793,FOXA2,RGN,1
794,FOXA2,BRCA2,1
795,FOXA2,NFKBIZ,1
796,FOXA2,AFP,1
797,FOXA2,ZDHHC4,1
798,FOXA2,SULF2,1
799,FOXA2,CKS2,1
800,FOXA2,HMGN2,1
801,FOXA2,PSAT1,1
802,FOXA2,GATA6,1
803,FOXA2,ACTL6A,1
804,FOXA2,COPS2,1
805,FOXA2,MAZ,1
806,FOXA2,SUV39H2,1
807,FOXA2,NUF2,1
808,FOXA2,ABT1,1
809,FOXA2,NCAPG,1
810,FOXA2,PMS1,1
811,FOXA2,CA2,1
812,FOXA2,SHMT2,1
813,FOXA2,SALL4,1
814,FOXA2,USP7,1
815,FOXA2,POLR2B,1
816,FOXA2,ORC4,1
817,FOXA2,MYC,1
818,FOXA2,GSTA1,1
819,FOXA2,DERA,1
820,FOXA2,NOL10,1
821,FOXA2,PEG3,1
822,FOXA2,G6PC3,1
823,FOXA2,ZNF227,1
824,FOXA2,TK1,1
825,FOXA2,ATL2,1
826,FOXA2,ANAPC4,1
827,FOXA2,KLF5,1
828,FOXA2,SRRM1,1
829,FOXA2,POLR1B,1
830,FOXA2,FANCI,1
831,FOXA2,HGD,1
832,FOXA2,RFXANK,1
833,FOXA2,HNRNPD,1
834,FOXA2,PIAS2,1
835,FOXA2,NT5DC2,1
836,FOXA2,HDGF,1
837,FOXA2,ZNF239,1
838,FOXA2,F2,1
839,FOXA2,MCM7,1
840,FOXA2,ZNF670,1
841,FOXA2,CSDE1,1
842,FOXA2,ZWINT,1
843,FOXA2,PLK1,1
844,FOXA2,DROSHA,1
845,FOXA2,POU2F1,1
846,FOXA2,SH3BGRL,1
847,FOXA2,AKR1B1,1
848,FOXA2,UCP2,1
849,FOXA2,GTF3C5,1
850,FOXA2,TFE3,1
851,FOXA2,ANPEP,1
852,FOXA2,DDX20,1
853,FOXA2,PIAS3,1
854,FOXA2,SMARCC1,1
855,FOXA2,TTR,1
856,FOXA2,ZNF33A,1
857,FOXA2,UGT2B11,1
858,FOXA2,F3,1
859,FOXA2,ZNF202,1
860,FOXA2,BLM,1
861,FOXA2,BRIX1,1
